"Name","top_k_experts","top_k_tokens","top_p_experts","top_p_tokens","execution_accuracy","exact_match","fallbacks","switches_wo_fallback","switches","execution_accuracy_easy","execution_accuracy_medium","fallbacks (Min)","switches (Min)","switches_wo_fallback (Min)","Commit","Created","Description","Runtime","GitHub","Group","End Time","Hostname","Job Type","ID","Notes","GPU Type","GPU Count","State","Sweep","Updated","User","Tags","method","metric.goal","metric.name","name","program","exact_match_easy","exact_match_extra","exact_match_hard","exact_match_medium","execution_accuracy_extra","execution_accuracy_hard","parameters.top_k_expertss","parameters.top_p_expertss","parameters.top_k_tokenss","parameters.top_p_tokenss","command"
"floral-sweep-65","0","10","0","0.8","0.09","0.02","843","2223","24984","0.2692307692307692","0.047619047619047616","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T16:21:02.000Z","","1741","","","2024-06-02T16:50:03.000Z","gx02","","prrhhnho","-","NVIDIA A100-SXM4-80GB","3","finished","kalacugk","2024-06-02T16:50:03.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"fallen-sweep-125","0","40","0","0.8","0.1","0.02","842","2216","24950","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T22:59:50.000Z","","1212","","","2024-06-02T23:20:02.000Z","04ddb2d107b3","","lwiysx3q","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T23:20:02.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"drawn-sweep-15","0","0","0","0.8","0.1","0.02","842","2216","24950","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T12:08:21.000Z","","1161","","","2024-06-02T12:27:42.000Z","04ddb2d107b3","","gskrzkmt","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T12:27:42.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"absurd-sweep-95","0","20","0","0.8","0.1","0.02","842","2216","24950","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T19:16:47.000Z","","1221","","","2024-06-02T19:37:08.000Z","04ddb2d107b3","","34iqy7fy","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T19:37:08.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"faithful-sweep-35","0","5","0","0.8","0.1","0.02","848","2213","25109","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T13:58:53.000Z","","1110","","","2024-06-02T14:17:23.000Z","04ddb2d107b3","","fy15tznh","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T14:17:23.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"golden-sweep-14","0","0","0","0.6","0.1","0.02","928","2109","27165","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T11:55:14.000Z","","1184","","","2024-06-02T12:14:58.000Z","04ddb2d107b3","","7bvkeb12","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T12:14:58.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"jolly-sweep-124","0","40","0","0.6","0.1","0.02","928","2109","27165","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T22:50:59.000Z","","1244","","","2024-06-02T23:11:43.000Z","04ddb2d107b3","","itpfdm7k","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T23:11:43.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"revived-sweep-94","0","20","0","0.6","0.1","0.02","928","2109","27165","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T18:56:12.000Z","","1183","","","2024-06-02T19:15:55.000Z","04ddb2d107b3","","22uw4hdp","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T19:15:55.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"absurd-sweep-64","0","10","0","0.6","0.1","0.02","928","2109","27165","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T16:17:03.000Z","","1154","","","2024-06-02T16:36:17.000Z","04ddb2d107b3","","uqq6zc71","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T16:36:17.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"splendid-sweep-34","0","5","0","0.6","0.09","0.02","930","2096","27206","0.2692307692307692","0.047619047619047616","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T13:58:51.000Z","","1751","","","2024-06-02T14:28:02.000Z","gx02","","t7412jhk","-","NVIDIA A100-SXM4-80GB","3","finished","kalacugk","2024-06-02T14:28:02.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"upbeat-sweep-24","0","0","0","0.2","0.09","0.02","1032","1864","29728","0.2692307692307692","0.047619047619047616","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T11:41:47.000Z","","1928","","","2024-06-02T12:13:55.000Z","gx02","","r0qwhje9","-","NVIDIA A100-SXM4-80GB","3","finished","kalacugk","2024-06-02T12:13:55.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"fearless-sweep-122","0","40","0","0.2","0.1","0.02","1032","1864","29728","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T22:28:01.000Z","","1321","","","2024-06-02T22:50:02.000Z","04ddb2d107b3","","a9ghfklu","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T22:50:02.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"curious-sweep-32","0","5","0","0.2","0.1","0.02","1032","1864","29728","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T13:44:48.000Z","","1223","","","2024-06-02T14:05:11.000Z","04ddb2d107b3","","4tyf24nk","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T14:05:11.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"sweepy-sweep-92","0","20","0","0.2","0.09","0.02","1032","1864","29728","0.2692307692307692","0.047619047619047616","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T18:44:17.000Z","","1918","","","2024-06-02T19:16:15.000Z","gx02","","jua6kl27","-","NVIDIA A100-SXM4-80GB","3","finished","kalacugk","2024-06-02T19:16:15.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"polar-sweep-62","0","10","0","0.2","0.1","0.02","1032","1864","29728","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T16:03:54.000Z","","1205","","","2024-06-02T16:23:59.000Z","04ddb2d107b3","","gdtlgqjf","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T16:23:59.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"glamorous-sweep-63","0","10","0","0.4","0.09","0.02","997","1841","28760","0.2692307692307692","0.047619047619047616","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T16:15:38.000Z","","1862","","","2024-06-02T16:46:40.000Z","gx02","","atxllirg","-","NVIDIA A100-SXM4-80GB","3","finished","kalacugk","2024-06-02T16:46:40.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"twilight-sweep-25","0","0","0","0.4","0.1","0.02","997","1841","28760","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T11:47:56.000Z","","1170","","","2024-06-02T12:07:26.000Z","04ddb2d107b3","","551sz8ps","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T12:07:26.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"visionary-sweep-93","0","20","0","0.4","0.1","0.02","997","1841","28760","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T18:55:10.000Z","","1234","","","2024-06-02T19:15:44.000Z","04ddb2d107b3","","ekrqgu5f","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T19:15:44.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"driven-sweep-123","0","40","0","0.4","0.1","0.02","997","1841","28760","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T22:37:53.000Z","","1260","","","2024-06-02T22:58:53.000Z","04ddb2d107b3","","15suk4ph","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T22:58:53.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"restful-sweep-33","0","5","0","0.4","0.09","0.02","997","1841","28760","0.2692307692307692","0.047619047619047616","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T13:46:35.000Z","","1826","","","2024-06-02T14:17:01.000Z","gx02","","mwf2ke6x","-","NVIDIA A100-SXM4-80GB","3","finished","kalacugk","2024-06-02T14:17:01.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"zesty-sweep-31","0","5","0","0","0.1","0.02","209","1602","7245","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T13:42:51.000Z","","906","","","2024-06-02T13:57:57.000Z","04ddb2d107b3","","fbg1vex6","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T13:57:57.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"laced-sweep-785","16","5","0","0.8","0.1","0.02","896","1214","14654","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-05T21:03:05.000Z","","979","","","2024-06-05T21:19:24.000Z","04ddb2d107b3","","n8nw5ykl","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-05T21:19:24.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"zany-sweep-784","16","5","0","0.6","0.1","0.02","973","1202","15797","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-05T20:59:08.000Z","","996","","","2024-06-05T21:15:44.000Z","04ddb2d107b3","","dchrpv2m","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-05T21:15:44.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"brisk-sweep-814","16","10","0","0.6","0.1","0.02","973","1196","15791","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-05T23:48:25.000Z","","998","","","2024-06-06T00:05:03.000Z","04ddb2d107b3","","iaj3nt0g","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-06T00:05:03.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"curious-sweep-844","16","20","0","0.6","0.1","0.02","973","1196","15791","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-06T02:47:11.000Z","","1011","","","2024-06-06T03:04:02.000Z","04ddb2d107b3","","gkbz0gb8","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-06T03:04:02.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"exalted-sweep-754","16","0","0","0.6","0.1","0.02","973","1196","15791","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-05T17:27:14.000Z","","987","","","2024-06-05T17:43:41.000Z","04ddb2d107b3","","4iaj1m6t","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-05T17:43:41.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"pious-sweep-874","16","40","0","0.6","0.1","0.02","973","1196","15791","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-06T05:52:28.000Z","","1041","","","2024-06-06T06:09:49.000Z","04ddb2d107b3","","7calffyc","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-06T06:09:49.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"peach-sweep-815","16","10","0","0.8","0.1","0.02","893","1183","14578","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-06T00:02:49.000Z","","978","","","2024-06-06T00:19:07.000Z","04ddb2d107b3","","uldct9gs","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-06T00:19:07.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"hopeful-sweep-845","16","20","0","0.8","0.1","0.02","892","1176","14556","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-06T02:51:43.000Z","","992","","","2024-06-06T03:08:15.000Z","04ddb2d107b3","","unax2684","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-06T03:08:15.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"denim-sweep-875","16","40","0","0.8","0.1","0.02","892","1176","14556","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-06T05:54:15.000Z","","1009","","","2024-06-06T06:11:04.000Z","04ddb2d107b3","","4avbo1fy","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-06T06:11:04.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"valiant-sweep-755","16","0","0","0.8","0.1","0.02","892","1176","14556","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-05T17:43:12.000Z","","982","","","2024-06-05T17:59:34.000Z","04ddb2d107b3","","gn7bsz30","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-05T17:59:34.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"wobbly-sweep-782","16","5","0","0.2","0.1","0.02","1080","1012","17212","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-05T20:41:03.000Z","","1027","","","2024-06-05T20:58:10.000Z","04ddb2d107b3","","2cauvl5e","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-05T20:58:10.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"dry-sweep-812","16","10","0","0.2","0.09","0.02","1080","1012","17212","0.2692307692307692","0.047619047619047616","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-05T23:42:50.000Z","","1679","","","2024-06-06T00:10:49.000Z","gx01","","w0m5j23b","-","NVIDIA A100-SXM4-40GB","6","finished","kalacugk","2024-06-06T00:10:49.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"dazzling-sweep-752","16","0","0","0.2","0.09","0.02","1080","1012","17212","0.2692307692307692","0.047619047619047616","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-05T17:16:40.000Z","","1545","","","2024-06-05T17:42:25.000Z","gx02","","jh13hwqj","-","NVIDIA A100-SXM4-80GB","3","finished","kalacugk","2024-06-05T17:42:25.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"stilted-sweep-872","16","40","0","0.2","0.1","0.02","1080","1012","17212","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-06T05:33:47.000Z","","1062","","","2024-06-06T05:51:29.000Z","04ddb2d107b3","","i4cg9vx3","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-06T05:51:29.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"graceful-sweep-842","16","20","0","0.2","0.1","0.02","1080","1012","17212","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-06T02:33:12.000Z","","1057","","","2024-06-06T02:50:49.000Z","04ddb2d107b3","","aa89ni86","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-06T02:50:49.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"gallant-sweep-813","16","10","0","0.4","0.1","0.02","1049","977","16712","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-05T23:44:44.000Z","","1028","","","2024-06-06T00:01:52.000Z","04ddb2d107b3","","npi3d10g","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-06T00:01:52.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"ruby-sweep-753","16","0","0","0.4","0.1","0.02","1049","977","16712","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-05T17:25:27.000Z","","1008","","","2024-06-05T17:42:15.000Z","04ddb2d107b3","","adq3bwj9","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-05T17:42:15.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"firm-sweep-873","16","40","0","0.4","0.1","0.02","1049","977","16712","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-06T05:35:54.000Z","","1039","","","2024-06-06T05:53:13.000Z","04ddb2d107b3","","4ii5397o","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-06T05:53:13.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"comfy-sweep-843","16","20","0","0.4","0.09","0.02","1049","977","16712","0.2692307692307692","0.047619047619047616","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-06T02:34:45.000Z","","1691","","","2024-06-06T03:02:56.000Z","gx01","","rw7t2e27","-","NVIDIA A100-SXM4-40GB","6","finished","kalacugk","2024-06-06T03:02:56.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"frosty-sweep-783","16","5","0","0.4","0.1","0.02","1049","977","16712","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-05T20:45:30.000Z","","1002","","","2024-06-05T21:02:12.000Z","04ddb2d107b3","","odn6xyjc","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-05T21:02:12.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"amber-sweep-781","16","5","0","0","0.1","0.02","245","915","4590","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-05T20:29:48.000Z","","883","","","2024-06-05T20:44:31.000Z","04ddb2d107b3","","17p9i4ro","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-05T20:44:31.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"rare-sweep-61","0","10","0","0","0.1","0.02","133","702","4293","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T16:02:23.000Z","","823","","","2024-06-02T16:16:06.000Z","04ddb2d107b3","","gslz72pb","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T16:16:06.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"jolly-sweep-811","16","10","0","0","0.1","0.02","143","383","2528","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-05T23:33:50.000Z","","819","","","2024-06-05T23:47:29.000Z","04ddb2d107b3","","7gwl9vux","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-05T23:47:29.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"northern-sweep-121","0","40","0","0","0.1","0.02","60","261","1881","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T22:22:22.000Z","","873","","","2024-06-02T22:36:55.000Z","04ddb2d107b3","","lv1xlfwf","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T22:36:55.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"clear-sweep-91","0","20","0","0","0.1","0.02","89","226","2629","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T18:41:16.000Z","","831","","","2024-06-02T18:55:07.000Z","04ddb2d107b3","","f1dox7gq","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T18:55:07.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"generous-sweep-841","16","20","0","0","0.1","0.02","91","189","1554","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-06T02:32:41.000Z","","812","","","2024-06-06T02:46:13.000Z","04ddb2d107b3","","yw3jkr4a","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-06T02:46:13.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"fluent-sweep-871","16","40","0","0","0.1","0.02","68","98","1118","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-06T05:21:19.000Z","","817","","","2024-06-06T05:34:56.000Z","04ddb2d107b3","","xfiu4wef","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-06T05:34:56.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"hopeful-sweep-60","0","5","0.8","0.8","0.09","0.02","1340","86","4665","0.2692307692307692","0.047619047619047616","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T15:57:31.000Z","","1344","","","2024-06-02T16:19:55.000Z","gx02","","2wvgyhyg","-","NVIDIA A100-SXM4-80GB","3","finished","kalacugk","2024-06-02T16:19:55.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"confused-sweep-810","16","5","0.8","0.8","0.1","0.02","1340","86","4665","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-05T23:29:12.000Z","","873","","","2024-06-05T23:43:45.000Z","04ddb2d107b3","","q7x6vnrz","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-05T23:43:45.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"summer-sweep-120","0","20","0.8","0.8","0.1","0.02","1330","86","4613","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T22:11:38.000Z","","926","","","2024-06-02T22:27:04.000Z","04ddb2d107b3","","7iz8gn5p","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T22:27:04.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"fearless-sweep-780","16","0","0.8","0.8","0.1","0.02","1330","86","4613","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-05T20:25:47.000Z","","856","","","2024-06-05T20:40:03.000Z","04ddb2d107b3","","7cx69i9e","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-05T20:40:03.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"cerulean-sweep-900","16","40","0.8","0.8","0.1","0.02","1330","86","4613","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-06T09:08:39.000Z","","890","","","2024-06-06T09:23:29.000Z","04ddb2d107b3","","cbcznqjw","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-06T09:23:29.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"morning-sweep-150","0","40","0.8","0.8","0.1","0.02","1330","86","4613","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-03T01:36:16.000Z","","873","","","2024-06-03T01:50:49.000Z","04ddb2d107b3","","po31qva5","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-03T01:50:49.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"whole-sweep-870","16","20","0.8","0.8","0.1","0.02","1330","86","4613","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-06T05:18:00.000Z","","891","","","2024-06-06T05:32:51.000Z","04ddb2d107b3","","54zdv7sq","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-06T05:32:51.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"rich-sweep-30","0","0","0.8","0.8","0.09","0.02","1330","86","4613","0.2692307692307692","0.047619047619047616","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T13:35:47.000Z","","1382","","","2024-06-02T13:58:49.000Z","gx02","","gsucqhzp","-","NVIDIA A100-SXM4-80GB","3","finished","kalacugk","2024-06-02T13:58:49.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"graceful-sweep-90","0","10","0.8","0.8","0.1","0.02","1332","85","4626","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T18:38:42.000Z","","929","","","2024-06-02T18:54:11.000Z","04ddb2d107b3","","bell7bpn","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T18:54:11.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"zany-sweep-840","16","10","0.8","0.8","0.1","0.02","1332","85","4626","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-06T02:18:01.000Z","","850","","","2024-06-06T02:32:11.000Z","04ddb2d107b3","","rh2e3s0i","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-06T02:32:11.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"sleek-sweep-88","0","10","0.8","0.4","0.1","0.02","1511","78","5468","0.2692307692307692","0.07142857142857142","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-02T18:22:09.000Z","","936","","","2024-06-02T18:37:45.000Z","04ddb2d107b3","","8ifw6o00","-","NVIDIA H100 80GB HBM3","8","finished","kalacugk","2024-06-02T18:37:45.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
"scarlet-sweep-808","16","5","0.8","0.4","0.09","0.02","1511","78","5468","0.2692307692307692","0.047619047619047616","0","0","0","e8808489de7eae873a0c0d9502c7b070444b4d5f","2024-06-05T23:18:02.000Z","","1421","","","2024-06-05T23:41:43.000Z","gx01","","fdxolsud","-","NVIDIA A100-SXM4-40GB","6","finished","kalacugk","2024-06-05T23:41:43.000Z","","","","","","","","0.07692307692307693","0","0","0","0","0","","","","",""
